ref_area.label,indicator.label,source.label,sex.label,classif1.label,time,obs_value,obs_status.label,note_indicator.label,note_source.label
Albania,Employment by sex and occupation - ISCO level 2 (thousands),ALB - LFS - Labour Force Survey,Sex: Male,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2016,2.2464,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Employment by sex and occupation - ISCO level 2 (thousands),ALB - LFS - Labour Force Survey,Sex: Female,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2016,1.2371,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Employment by sex and occupation - ISCO level 2 (thousands),ALB - LFS - Labour Force Survey,Sex: Total,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2017,4.2062,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Employment by sex and occupation - ISCO level 2 (thousands),ALB - LFS - Labour Force Survey,Sex: Male,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2017,2.8943,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Employment by sex and occupation - ISCO level 2 (thousands),ALB - LFS - Labour Force Survey,Sex: Female,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2017,1.3119,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Employment by sex and occupation - ISCO level 2 (thousands),ALB - LFS - Labour Force Survey,Sex: Total,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2018,3.1342,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Employment by sex and occupation - ISCO level 2 (thousands),ALB - LFS - Labour Force Survey,Sex: Male,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2018,2.3881,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Employment by sex and occupation - ISCO level 2 (thousands),ALB - LFS - Labour Force Survey,Sex: Female,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2018,0.7461,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Employment by sex and occupation - ISCO level 2 (thousands),ALB - LFS - Labour Force Survey,Sex: Total,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2019,3.8826,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Employment by sex and occupation - ISCO level 2 (thousands),ALB - LFS - Labour Force Survey,Sex: Male,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2019,2.3026,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Employment by sex and occupation - ISCO level 2 (thousands),ALB - LFS - Labour Force Survey,Sex: Female,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2019,1.58,,,Repository: ILO-STATISTICS - Micro data processing
United Arab Emirates,Employment by sex and occupation - ISCO level 2 (thousands),ARE - LFS - Labour force survey,Sex: Total,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2017,23.3831,,,Repository: ILO-STATISTICS - Micro data processing
United Arab Emirates,Employment by sex and occupation - ISCO level 2 (thousands),ARE - LFS - Labour force survey,Sex: Male,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2017,19.5775,,,Repository: ILO-STATISTICS - Micro data processing
United Arab Emirates,Employment by sex and occupation - ISCO level 2 (thousands),ARE - LFS - Labour force survey,Sex: Female,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2017,3.8056,,,Repository: ILO-STATISTICS - Micro data processing
United Arab Emirates,Employment by sex and occupation - ISCO level 2 (thousands),ARE - LFS - Labour force survey,Sex: Total,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2018,57.52,,,Repository: ILO-STATISTICS - Micro data processing
United Arab Emirates,Employment by sex and occupation - ISCO level 2 (thousands),ARE - LFS - Labour force survey,Sex: Male,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2018,45.4127,,,Repository: ILO-STATISTICS - Micro data processing
United Arab Emirates,Employment by sex and occupation - ISCO level 2 (thousands),ARE - LFS - Labour force survey,Sex: Female,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2018,12.1073,,,Repository: ILO-STATISTICS - Micro data processing
Argentina,Employment by sex and occupation - ISCO level 2 (thousands),ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Total,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2004,26.562,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Employment by sex and occupation - ISCO level 2 (thousands),ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Male,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2004,17.449,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Employment by sex and occupation - ISCO level 2 (thousands),ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Female,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2004,9.113,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Employment by sex and occupation - ISCO level 2 (thousands),ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Total,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2005,30.5085,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Employment by sex and occupation - ISCO level 2 (thousands),ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Male,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2005,20.9898,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Employment by sex and occupation - ISCO level 2 (thousands),ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Female,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2005,9.5188,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Employment by sex and occupation - ISCO level 2 (thousands),ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Total,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2006,29.8732,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Employment by sex and occupation - ISCO level 2 (thousands),ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Male,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2006,18.427,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Employment by sex and occupation - ISCO level 2 (thousands),ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Female,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2006,11.4462,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Employment by sex and occupation - ISCO level 2 (thousands),ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Total,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2008,38.4852,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.",Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Employment by sex and occupation - ISCO level 2 (thousands),ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Male,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2008,29.584,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.",Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Employment by sex and occupation - ISCO level 2 (thousands),ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Female,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2008,8.9012,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.",Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Employment by sex and occupation - ISCO level 2 (thousands),ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Total,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2009,51.7088,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.",Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Employment by sex and occupation - ISCO level 2 (thousands),ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Male,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2009,40.316,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.",Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Employment by sex and occupation - ISCO level 2 (thousands),ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Female,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2009,11.3928,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.",Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Employment by sex and occupation - ISCO level 2 (thousands),ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Total,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2010,58.7128,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.",Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Employment by sex and occupation - ISCO level 2 (thousands),ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Male,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2010,44.6645,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.",Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Employment by sex and occupation - ISCO level 2 (thousands),ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Female,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2010,14.0482,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.",Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Employment by sex and occupation - ISCO level 2 (thousands),ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Total,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2011,64.591,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.",Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Employment by sex and occupation - ISCO level 2 (thousands),ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Male,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2011,50.9378,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.",Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Employment by sex and occupation - ISCO level 2 (thousands),ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Female,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2011,13.6532,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.",Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Employment by sex and occupation - ISCO level 2 (thousands),ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Total,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2012,53.4362,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.",Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Employment by sex and occupation - ISCO level 2 (thousands),ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Male,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2012,40.628,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.",Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Employment by sex and occupation - ISCO level 2 (thousands),ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Female,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2012,12.8082,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.",Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Employment by sex and occupation - ISCO level 2 (thousands),ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Total,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2013,68.531,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.",Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Employment by sex and occupation - ISCO level 2 (thousands),ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Male,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2013,53.7648,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.",Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Employment by sex and occupation - ISCO level 2 (thousands),ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Female,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2013,14.7662,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.",Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Employment by sex and occupation - ISCO level 2 (thousands),ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Total,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2014,72.699,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.",Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Employment by sex and occupation - ISCO level 2 (thousands),ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Male,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2014,57.7227,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.",Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Employment by sex and occupation - ISCO level 2 (thousands),ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Female,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2014,14.9762,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.",Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Employment by sex and occupation - ISCO level 2 (thousands),ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Total,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2017,12.734,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Employment by sex and occupation - ISCO level 2 (thousands),ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Male,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2017,10.7308,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Employment by sex and occupation - ISCO level 2 (thousands),ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Female,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2017,2.0032,Unreliable,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Employment by sex and occupation - ISCO level 2 (thousands),ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Total,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2018,37.276,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Employment by sex and occupation - ISCO level 2 (thousands),ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Male,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2018,29.0897,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Employment by sex and occupation - ISCO level 2 (thousands),ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Female,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2018,8.1862,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Employment by sex and occupation - ISCO level 2 (thousands),ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Total,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2019,47.8392,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Employment by sex and occupation - ISCO level 2 (thousands),ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Male,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2019,37.2398,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Employment by sex and occupation - ISCO level 2 (thousands),ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Female,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2019,10.5995,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Austria,Employment by sex and occupation - ISCO level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Total,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2011,57.2815,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Austria,Employment by sex and occupation - ISCO level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Male,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2011,50.9662,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Austria,Employment by sex and occupation - ISCO level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Female,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2011,6.3153,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Austria,Employment by sex and occupation - ISCO level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Total,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2012,64.148,,,Repository: Eurostat special tabulation
Austria,Employment by sex and occupation - ISCO level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Male,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2012,56.1721,,,Repository: Eurostat special tabulation
Austria,Employment by sex and occupation - ISCO level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Female,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2012,7.9759,,,Repository: Eurostat special tabulation
Austria,Employment by sex and occupation - ISCO level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Total,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2013,69.4982,,,Repository: Eurostat special tabulation
Austria,Employment by sex and occupation - ISCO level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Male,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2013,62.2726,,,Repository: Eurostat special tabulation
Austria,Employment by sex and occupation - ISCO level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Female,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2013,7.2255,,,Repository: Eurostat special tabulation
Austria,Employment by sex and occupation - ISCO level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Total,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2014,64.683,,,Repository: Eurostat special tabulation
Austria,Employment by sex and occupation - ISCO level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Male,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2014,56.9856,,,Repository: Eurostat special tabulation
Austria,Employment by sex and occupation - ISCO level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Female,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2014,7.6973,,,Repository: Eurostat special tabulation
Austria,Employment by sex and occupation - ISCO level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Total,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2015,77.3345,,,Repository: Eurostat special tabulation
Austria,Employment by sex and occupation - ISCO level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Male,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2015,68.2515,,,Repository: Eurostat special tabulation
Austria,Employment by sex and occupation - ISCO level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Female,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2015,9.0831,,,Repository: Eurostat special tabulation
Austria,Employment by sex and occupation - ISCO level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Total,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2016,80.1418,,,Repository: Eurostat special tabulation
Austria,Employment by sex and occupation - ISCO level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Male,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2016,69.9673,,,Repository: Eurostat special tabulation
Austria,Employment by sex and occupation - ISCO level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Female,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2016,10.1746,,,Repository: Eurostat special tabulation
Austria,Employment by sex and occupation - ISCO level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Total,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2017,81.6768,,,Repository: Eurostat special tabulation
