ref_area.label,indicator.label,source.label,sex.label,classif1.label,time,obs_value,obs_status.label,note_indicator.label,note_source.label
Albania,Employment by sex and economic activity - ISIC level 2 (thousands),ALB - LFS - Labour Force Survey,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2017,1.8078,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Employment by sex and economic activity - ISIC level 2 (thousands),ALB - LFS - Labour Force Survey,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2018,5.4683,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Employment by sex and economic activity - ISIC level 2 (thousands),ALB - LFS - Labour Force Survey,Sex: Male,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2018,2.2416,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Employment by sex and economic activity - ISIC level 2 (thousands),ALB - LFS - Labour Force Survey,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2018,3.2266,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Employment by sex and economic activity - ISIC level 2 (thousands),ALB - LFS - Labour Force Survey,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2019,5.8722,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Employment by sex and economic activity - ISIC level 2 (thousands),ALB - LFS - Labour Force Survey,Sex: Male,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2019,3.2335,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Employment by sex and economic activity - ISIC level 2 (thousands),ALB - LFS - Labour Force Survey,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2019,2.6387,,,Repository: ILO-STATISTICS - Micro data processing
United Arab Emirates,Employment by sex and economic activity - ISIC level 2 (thousands),ARE - LFS - Labour force survey,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2017,15.2949,,,Repository: ILO-STATISTICS - Micro data processing
United Arab Emirates,Employment by sex and economic activity - ISIC level 2 (thousands),ARE - LFS - Labour force survey,Sex: Male,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2017,14.5223,,,Repository: ILO-STATISTICS - Micro data processing
United Arab Emirates,Employment by sex and economic activity - ISIC level 2 (thousands),ARE - LFS - Labour force survey,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2017,0.7727,,,Repository: ILO-STATISTICS - Micro data processing
United Arab Emirates,Employment by sex and economic activity - ISIC level 2 (thousands),ARE - LFS - Labour force survey,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2018,35.8659,,,Repository: ILO-STATISTICS - Micro data processing
United Arab Emirates,Employment by sex and economic activity - ISIC level 2 (thousands),ARE - LFS - Labour force survey,Sex: Male,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2018,29.9144,,,Repository: ILO-STATISTICS - Micro data processing
United Arab Emirates,Employment by sex and economic activity - ISIC level 2 (thousands),ARE - LFS - Labour force survey,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2018,5.9515,,,Repository: ILO-STATISTICS - Micro data processing
Armenia,Employment by sex and economic activity - ISIC level 2 (thousands),ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2011,7.0974,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,Employment by sex and economic activity - ISIC level 2 (thousands),ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Male,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2011,4.8378,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,Employment by sex and economic activity - ISIC level 2 (thousands),ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2011,2.2597,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,Employment by sex and economic activity - ISIC level 2 (thousands),ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2012,9.4886,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,Employment by sex and economic activity - ISIC level 2 (thousands),ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Male,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2012,5.0886,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,Employment by sex and economic activity - ISIC level 2 (thousands),ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2012,4.4,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,Employment by sex and economic activity - ISIC level 2 (thousands),ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2013,9.8444,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,Employment by sex and economic activity - ISIC level 2 (thousands),ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Male,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2013,6.6183,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,Employment by sex and economic activity - ISIC level 2 (thousands),ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2013,3.226,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,Employment by sex and economic activity - ISIC level 2 (thousands),ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2014,7.8934,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,Employment by sex and economic activity - ISIC level 2 (thousands),ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Male,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2014,3.8879,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,Employment by sex and economic activity - ISIC level 2 (thousands),ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2014,4.0055,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,Employment by sex and economic activity - ISIC level 2 (thousands),ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2015,7.1477,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,Employment by sex and economic activity - ISIC level 2 (thousands),ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Male,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2015,4.0661,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,Employment by sex and economic activity - ISIC level 2 (thousands),ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2015,3.0816,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,Employment by sex and economic activity - ISIC level 2 (thousands),ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2016,6.7419,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,Employment by sex and economic activity - ISIC level 2 (thousands),ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Male,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2016,3.2498,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,Employment by sex and economic activity - ISIC level 2 (thousands),ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2016,3.4921,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,Employment by sex and economic activity - ISIC level 2 (thousands),ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2017,6.7359,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,Employment by sex and economic activity - ISIC level 2 (thousands),ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Male,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2017,3.5543,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,Employment by sex and economic activity - ISIC level 2 (thousands),ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2017,3.1816,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Austria,Employment by sex and economic activity - ISIC level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2008,20.6616,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity - ISIC level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Male,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2008,14.5661,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity - ISIC level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2008,6.0954,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity - ISIC level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2009,23.0895,,,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity - ISIC level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Male,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2009,16.7983,,,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity - ISIC level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2009,6.2912,,,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity - ISIC level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2010,22.2226,,,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity - ISIC level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Male,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2010,14.715,,,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity - ISIC level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2010,7.5075,,,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity - ISIC level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2011,20.9309,,,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity - ISIC level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Male,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2011,15.6534,,,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity - ISIC level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2011,5.2775,Unreliable,,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity - ISIC level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2012,17.8461,,,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity - ISIC level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Male,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2012,11.7648,,,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity - ISIC level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2012,6.0812,,,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity - ISIC level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2013,20.453,,,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity - ISIC level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Male,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2013,14.9592,,,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity - ISIC level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2013,5.4938,Unreliable,,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity - ISIC level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2014,22.2828,,,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity - ISIC level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Male,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2014,16.0307,,,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity - ISIC level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2014,6.252,,,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity - ISIC level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2015,19.4385,,,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity - ISIC level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Male,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2015,15.1716,,,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity - ISIC level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2015,4.2669,Unreliable,,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity - ISIC level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2016,21.6124,,,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity - ISIC level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Male,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2016,16.4569,,,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity - ISIC level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2016,5.1555,Unreliable,,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity - ISIC level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2017,23.3485,,,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity - ISIC level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Male,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2017,16.3907,,,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity - ISIC level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2017,6.9578,,,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity - ISIC level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2018,17.428,,,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity - ISIC level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Male,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2018,12.9705,,,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity - ISIC level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2018,4.4576,Unreliable,,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity - ISIC level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2019,11.968,,,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity - ISIC level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Male,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2019,7.9486,,,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity - ISIC level 2 (thousands),AUT - LFS - EU Labour Force Survey,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2019,4.0194,Unreliable,,Repository: Eurostat special tabulation
Burundi,Employment by sex and economic activity - ISIC level 2 (thousands),BDI - HIES - Enquête sur les conditions de vie des ménages,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2014,0.6613,Unreliable,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old
Burundi,Employment by sex and economic activity - ISIC level 2 (thousands),BDI - HIES - Enquête sur les conditions de vie des ménages,Sex: Male,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2014,0.4187,Unreliable,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old
Burundi,Employment by sex and economic activity - ISIC level 2 (thousands),BDI - HIES - Enquête sur les conditions de vie des ménages,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2014,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old
Belgium,Employment by sex and economic activity - ISIC level 2 (thousands),BEL - LFS - EU Labour Force Survey,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2008,36.8137,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Belgium,Employment by sex and economic activity - ISIC level 2 (thousands),BEL - LFS - EU Labour Force Survey,Sex: Male,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2008,25.8817,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Belgium,Employment by sex and economic activity - ISIC level 2 (thousands),BEL - LFS - EU Labour Force Survey,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2008,10.9319,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Belgium,Employment by sex and economic activity - ISIC level 2 (thousands),BEL - LFS - EU Labour Force Survey,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2009,38.8641,,,Repository: Eurostat special tabulation
Belgium,Employment by sex and economic activity - ISIC level 2 (thousands),BEL - LFS - EU Labour Force Survey,Sex: Male,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2009,27.3365,,,Repository: Eurostat special tabulation
Belgium,Employment by sex and economic activity - ISIC level 2 (thousands),BEL - LFS - EU Labour Force Survey,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2009,11.5276,,,Repository: Eurostat special tabulation
Belgium,Employment by sex and economic activity - ISIC level 2 (thousands),BEL - LFS - EU Labour Force Survey,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2010,41.7193,,,Repository: Eurostat special tabulation
Belgium,Employment by sex and economic activity - ISIC level 2 (thousands),BEL - LFS - EU Labour Force Survey,Sex: Male,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2010,29.6135,,,Repository: Eurostat special tabulation
Belgium,Employment by sex and economic activity - ISIC level 2 (thousands),BEL - LFS - EU Labour Force Survey,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2010,12.1058,,,Repository: Eurostat special tabulation
Belgium,Employment by sex and economic activity - ISIC level 2 (thousands),BEL - LFS - EU Labour Force Survey,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2011,35.3309,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Belgium,Employment by sex and economic activity - ISIC level 2 (thousands),BEL - LFS - EU Labour Force Survey,Sex: Male,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2011,24.9793,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Belgium,Employment by sex and economic activity - ISIC level 2 (thousands),BEL - LFS - EU Labour Force Survey,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2011,10.3516,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Belgium,Employment by sex and economic activity - ISIC level 2 (thousands),BEL - LFS - EU Labour Force Survey,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2012,35.2272,,,Repository: Eurostat special tabulation
Belgium,Employment by sex and economic activity - ISIC level 2 (thousands),BEL - LFS - EU Labour Force Survey,Sex: Male,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2012,26.1907,,,Repository: Eurostat special tabulation
Belgium,Employment by sex and economic activity - ISIC level 2 (thousands),BEL - LFS - EU Labour Force Survey,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2012,9.0365,,,Repository: Eurostat special tabulation
Belgium,Employment by sex and economic activity - ISIC level 2 (thousands),BEL - LFS - EU Labour Force Survey,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2013,28.9692,,,Repository: Eurostat special tabulation
Belgium,Employment by sex and economic activity - ISIC level 2 (thousands),BEL - LFS - EU Labour Force Survey,Sex: Male,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2013,19.8822,,,Repository: Eurostat special tabulation
Belgium,Employment by sex and economic activity - ISIC level 2 (thousands),BEL - LFS - EU Labour Force Survey,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2013,9.087,,,Repository: Eurostat special tabulation
Belgium,Employment by sex and economic activity - ISIC level 2 (thousands),BEL - LFS - EU Labour Force Survey,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2014,32.1385,,,Repository: Eurostat special tabulation
Belgium,Employment by sex and economic activity - ISIC level 2 (thousands),BEL - LFS - EU Labour Force Survey,Sex: Male,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2014,23.4618,,,Repository: Eurostat special tabulation
Belgium,Employment by sex and economic activity - ISIC level 2 (thousands),BEL - LFS - EU Labour Force Survey,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2014,8.6767,,,Repository: Eurostat special tabulation
Belgium,Employment by sex and economic activity - ISIC level 2 (thousands),BEL - LFS - EU Labour Force Survey,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2015,25.4,,,Repository: Eurostat special tabulation
Belgium,Employment by sex and economic activity - ISIC level 2 (thousands),BEL - LFS - EU Labour Force Survey,Sex: Male,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2015,17.2875,,,Repository: Eurostat special tabulation
Belgium,Employment by sex and economic activity - ISIC level 2 (thousands),BEL - LFS - EU Labour Force Survey,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2015,8.1125,,,Repository: Eurostat special tabulation
Belgium,Employment by sex and economic activity - ISIC level 2 (thousands),BEL - LFS - EU Labour Force Survey,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2016,27.5761,,,Repository: Eurostat special tabulation
Belgium,Employment by sex and economic activity - ISIC level 2 (thousands),BEL - LFS - EU Labour Force Survey,Sex: Male,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2016,21.8193,,,Repository: Eurostat special tabulation
